Episodes_trained,Iteration,Epoch,Episode,Critic_loss,Actor_loss,Entropy
1,1,1,1,3242.800048828125,30.692138671875,1.9442354440689087
2,1,1,2,1566.937255859375,22.515010833740234,1.9442015886306763
3,1,1,3,3455.86572265625,32.99627685546875,1.9442100524902344
4,1,1,4,3839.99853515625,33.28205871582031,1.9442428350448608
5,1,1,5,2828.941650390625,28.511058807373047,1.9441734552383423
6,1,1,6,830.1805419921875,18.61458396911621,1.9441673755645752
7,1,1,7,4435.396484375,35.36359786987305,1.9441970586776733
8,1,1,8,1981.3372802734375,25.96870231628418,1.9441401958465576
9,1,1,9,3356.297119140625,30.80451202392578,1.94419264793396
10,1,1,10,3224.2353515625,30.577974319458008,1.9441816806793213
11,1,1,11,41.80549240112305,0.20277561247348785,1.9443588256835938
12,1,1,12,3868.04638671875,33.886444091796875,1.9441651105880737
13,1,1,13,3350.947509765625,31.3317813873291,1.9441962242126465
14,1,1,14,2829.65234375,29.934986114501953,1.944166660308838
15,1,1,15,3228.115966796875,30.92438507080078,1.944266676902771
16,1,1,16,2775.998046875,28.737022399902344,1.9441823959350586
17,1,1,17,2052.426513671875,27.9752197265625,1.9442274570465088
18,1,1,18,3894.388671875,33.12038803100586,1.9441618919372559
19,1,1,19,160.32810974121094,4.942205905914307,1.9440441131591797
20,1,1,20,3592.026611328125,32.1731071472168,1.944270133972168
21,1,1,21,2188.603759765625,26.77378273010254,1.9441643953323364
22,1,1,22,3311.178466796875,31.1326904296875,1.9441698789596558
23,1,1,23,741.9202880859375,16.434127807617188,1.9442026615142822
24,1,1,24,530.5314331054688,12.4354887008667,1.944166660308838
25,1,1,25,1171.351318359375,19.898571014404297,1.9442243576049805
26,1,1,26,3527.4931640625,31.912071228027344,1.9442451000213623
27,1,1,27,2417.445068359375,27.779109954833984,1.944185733795166
28,1,1,28,3409.22314453125,31.383373260498047,1.9442329406738281
29,1,1,29,2244.31298828125,26.129257202148438,1.944214940071106
30,1,1,30,790.5191040039062,16.969738006591797,1.9442545175552368
31,1,1,31,3957.46337890625,33.13059616088867,1.9441412687301636
32,1,1,32,214.68162536621094,7.422053337097168,1.9441782236099243
33,1,1,33,3649.519775390625,32.39132308959961,1.944189429283142
34,1,1,34,3345.373779296875,30.870946884155273,1.9442451000213623
35,1,1,35,338.8801574707031,9.25473403930664,1.9442481994628906
36,1,1,36,1230.724365234375,21.391664505004883,1.9441848993301392
37,1,1,37,517.207275390625,13.773544311523438,1.9442236423492432
38,1,1,38,200.9005126953125,6.694951057434082,1.944128394126892
39,1,1,39,3141.488037109375,30.278820037841797,1.9442460536956787
40,1,1,40,1989.08642578125,25.91642189025879,1.9442461729049683
41,1,1,41,3584.65185546875,32.05412292480469,1.9441795349121094
42,1,1,42,2981.64697265625,29.310651779174805,1.9442167282104492
43,1,1,43,3976.63916015625,34.2562141418457,1.944177269935608
44,1,1,44,2663.881591796875,27.653518676757812,1.9442003965377808
45,1,1,45,1408.33984375,22.548742294311523,1.9441922903060913
46,1,1,46,2362.763427734375,27.246889114379883,1.9442273378372192
47,1,1,47,683.6231079101562,17.780548095703125,1.944189190864563
48,1,1,48,3625.24755859375,32.76808547973633,1.9442042112350464
49,1,1,49,3547.510009765625,32.109764099121094,1.9441933631896973
50,1,1,50,3818.789306640625,33.348915100097656,1.9442254304885864
51,1,2,1,3090.87939453125,28.870603561401367,1.909138798713684
52,1,2,2,1467.227783203125,21.768430709838867,1.9101016521453857
53,1,2,3,3298.71240234375,32.51212692260742,1.90874445438385
54,1,2,4,3673.456298828125,32.48078918457031,1.9087680578231812
55,1,2,5,2685.80224609375,25.863309860229492,1.9088239669799805
56,1,2,6,757.4534301757812,17.4125919342041,1.9084968566894531
57,1,2,7,4253.77880859375,34.17924118041992,1.9082577228546143
58,1,2,8,1863.9559326171875,24.963977813720703,1.9085979461669922
59,1,2,9,3198.869384765625,29.137868881225586,1.9080761671066284
60,1,2,10,3068.94677734375,28.866357803344727,1.9082541465759277
61,1,2,11,25.018278121948242,0.16894006729125977,1.9047476053237915
62,1,2,12,3698.6748046875,33.87690353393555,1.9078021049499512
63,1,2,13,3194.231201171875,29.413105010986328,1.9078173637390137
64,1,2,14,2689.75341796875,28.264102935791016,1.9084326028823853
65,1,2,15,3076.77880859375,28.97182846069336,1.910124659538269
66,1,2,16,2634.027587890625,27.505821228027344,1.9082419872283936
67,1,2,17,1937.42724609375,28.77113151550293,1.9081355333328247
68,1,2,18,3723.099609375,32.00627136230469,1.908145785331726
69,1,2,19,127.80879974365234,3.5647103786468506,1.908598780632019
70,1,2,20,3429.8525390625,30.687620162963867,1.9091836214065552
71,1,2,21,2066.095458984375,25.46161651611328,1.9089457988739014
72,1,2,22,3156.75439453125,29.435014724731445,1.9086552858352661
73,1,2,23,672.328125,15.31635570526123,1.9098317623138428
74,1,2,24,469.2838134765625,11.160996437072754,1.9076993465423584
75,1,2,25,1081.30078125,17.261005401611328,1.9079219102859497
76,1,2,26,3367.41064453125,30.884502410888672,1.9078689813613892
77,1,2,27,2285.49169921875,26.67909812927246,1.90818452835083
78,1,2,28,3249.034423828125,29.808034896850586,1.9080058336257935
79,1,2,29,2121.0830078125,24.59836196899414,1.9097528457641602
80,1,2,30,719.3313598632812,15.5502347946167,1.90914785861969
81,1,2,31,3783.99560546875,32.541770935058594,1.9078236818313599
82,1,2,32,178.0460662841797,7.122961521148682,1.9066736698150635
83,1,2,33,3485.572265625,31.241270065307617,1.9085288047790527
84,1,2,34,3191.14501953125,29.797250747680664,1.9096530675888062
85,1,2,35,293.31317138671875,8.096878051757812,1.9099723100662231
86,1,2,36,1142.03076171875,20.973106384277344,1.9084162712097168
87,1,2,37,458.78411865234375,12.492243766784668,1.9100041389465332
88,1,2,38,168.25979614257812,6.356827259063721,1.9088389873504639
89,1,2,39,2987.983154296875,27.4570255279541,1.9075076580047607
90,1,2,40,1873.06298828125,24.732358932495117,1.9081209897994995
91,1,2,41,3423.430419921875,30.708467483520508,1.9092650413513184
92,1,2,42,2834.826904296875,27.581382751464844,1.9087839126586914
93,1,2,43,3803.51025390625,33.20024871826172,1.9078011512756348
94,1,2,44,2524.538330078125,25.54131507873535,1.9083033800125122
95,1,2,45,1309.4599609375,20.76658821105957,1.9067238569259644
96,1,2,46,2235.840087890625,25.767776489257812,1.9103931188583374
97,1,2,47,623.052490234375,17.897581100463867,1.90941321849823
98,1,2,48,3460.52587890625,30.876209259033203,1.9085544347763062
99,1,2,49,3386.43505859375,30.4885311126709,1.9088330268859863
100,1,2,50,3650.92724609375,32.981815338134766,1.9078830480575562
101,1,3,1,2534.0478515625,28.13184928894043,1.9190000295639038
102,1,3,2,1116.453857421875,21.90045166015625,1.9194145202636719
103,1,3,3,2721.194580078125,30.876953125,1.9189869165420532
104,1,3,4,3062.9287109375,31.552227020263672,1.918829083442688
105,1,3,5,2164.465087890625,25.413759231567383,1.9190558195114136
106,1,3,6,511.8220520019531,17.00139808654785,1.9184257984161377
107,1,3,7,3581.847900390625,34.47105026245117,1.9184280633926392
108,1,3,8,1446.7689208984375,23.90287971496582,1.9186866283416748
109,1,3,9,2620.125732421875,29.394498825073242,1.9188048839569092
110,1,3,10,2501.315185546875,28.635419845581055,1.9187874794006348
111,1,3,11,2.5302584171295166,0.13529124855995178,1.914921760559082
112,1,3,12,3075.1953125,33.065982818603516,1.9181567430496216
113,1,3,13,2619.9873046875,29.01451873779297,1.918318271636963
114,1,3,14,2182.84619140625,29.058555603027344,1.9190666675567627
115,1,3,15,2519.67333984375,28.504566192626953,1.919800043106079
116,1,3,16,2115.860595703125,26.805322647094727,1.9186203479766846
117,1,3,17,1525.31103515625,27.25450897216797,1.9189913272857666
118,1,3,18,3088.6591796875,31.158906936645508,1.9186633825302124
119,1,3,19,40.58418655395508,3.800966739654541,1.919052243232727
120,1,3,20,2832.528076171875,29.973031997680664,1.919264793395996
121,1,3,21,1624.785888671875,24.81850814819336,1.919425368309021
122,1,3,22,2591.183837890625,28.928909301757812,1.9187839031219482
123,1,3,23,441.27252197265625,16.144683837890625,1.9195363521575928
124,1,3,24,271.2647705078125,10.516576766967773,1.918737530708313
125,1,3,25,769.2158813476562,16.924480438232422,1.9181102514266968
126,1,3,26,2779.220947265625,30.946809768676758,1.9184799194335938
127,1,3,27,1808.738037109375,26.745943069458008,1.918518304824829
128,1,3,28,2661.77880859375,29.55123519897461,1.918605923652649
129,1,3,29,1676.8333740234375,24.088909149169922,1.9197181463241577
130,1,3,30,479.9775695800781,15.90247631072998,1.9195528030395508
131,1,3,31,3143.1923828125,31.982982635498047,1.9185489416122437
132,1,3,32,74.66566467285156,7.209326267242432,1.9188023805618286
133,1,3,33,2880.830078125,30.484926223754883,1.9185271263122559
134,1,3,34,2625.1044921875,28.566240310668945,1.9192668199539185
135,1,3,35,150.46490478515625,8.646013259887695,1.9193766117095947
136,1,3,36,833.3135375976562,20.51033592224121,1.9184364080429077
137,1,3,37,267.7817687988281,12.306130409240723,1.9197862148284912
138,1,3,38,78.9049301147461,6.7515869140625,1.9192625284194946
139,1,3,39,2427.118896484375,28.029987335205078,1.9183326959609985
140,1,3,40,1459.9029541015625,23.924285888671875,1.9189587831497192
141,1,3,41,2828.648193359375,30.198463439941406,1.9194201231002808
142,1,3,42,2299.138916015625,27.402318954467773,1.9192332029342651
143,1,3,43,3164.367431640625,32.896644592285156,1.9187179803848267
144,1,3,44,2018.66796875,25.114591598510742,1.9187121391296387
145,1,3,45,961.638427734375,20.729129791259766,1.917447805404663
146,1,3,46,1775.89111328125,25.30419921875,1.919994831085205
147,1,3,47,426.0125732421875,17.323762893676758,1.9192512035369873
148,1,3,48,2853.735107421875,30.209335327148438,1.9190057516098022
149,1,3,49,2791.465576171875,30.03753089904785,1.919325351715088
150,1,3,50,3030.830322265625,31.66094398498535,1.9183602333068848
151,1,4,1,1370.79345703125,23.872051239013672,1.6981995105743408
152,1,4,2,490.19915771484375,17.303783416748047,1.7022614479064941
153,1,4,3,1506.697021484375,22.864856719970703,1.6968950033187866
154,1,4,4,1762.057373046875,23.821918487548828,1.696853756904602
155,1,4,5,1097.7803955078125,23.452072143554688,1.6964707374572754
156,1,4,6,172.61282348632812,14.947258949279785,1.6951719522476196
157,1,4,7,2121.14111328125,25.923810958862305,1.6966747045516968
158,1,4,8,649.3679809570312,19.680259704589844,1.6993335485458374
159,1,4,9,1404.26513671875,24.373159408569336,1.6957244873046875
160,1,4,10,1316.5726318359375,23.610803604125977,1.6941702365875244
161,1,4,11,282.9153137207031,0.154347226023674,1.6801718473434448
162,1,4,12,1748.714111328125,22.58450698852539,1.6925444602966309
163,1,4,13,1421.4940185546875,24.948179244995117,1.6924444437026978
164,1,4,14,1156.2830810546875,23.123762130737305,1.6950734853744507
165,1,4,15,1349.283447265625,24.524181365966797,1.701987624168396
166,1,4,16,1060.5618896484375,21.895570755004883,1.6947696208953857
167,1,4,17,745.367431640625,17.251792907714844,1.6968268156051636
168,1,4,18,1727.80322265625,24.68447494506836,1.6940609216690063
169,1,4,19,112.41521453857422,5.474770545959473,1.7006646394729614
170,1,4,20,1560.626220703125,24.519350051879883,1.700300931930542
171,1,4,21,763.5247192382812,20.349313735961914,1.7001160383224487
172,1,4,22,1407.3856201171875,23.807832717895508,1.6988846063613892
173,1,4,23,135.0950927734375,13.546653747558594,1.6968488693237305
174,1,4,24,57.45474624633789,11.06251335144043,1.6946276426315308
175,1,4,25,256.3380126953125,18.26255226135254,1.6955684423446655
176,1,4,26,1540.2889404296875,24.6043643951416,1.6953774690628052
177,1,4,27,862.549072265625,20.480825424194336,1.6945041418075562
178,1,4,28,1427.2255859375,24.7200870513916,1.6943875551223755
179,1,4,29,805.993408203125,21.459373474121094,1.700296401977539
180,1,4,30,150.35215759277344,15.410418510437012,1.6992297172546387
181,1,4,31,1767.837158203125,23.51358413696289,1.6929963827133179
182,1,4,32,101.91182708740234,6.317228317260742,1.6999996900558472
183,1,4,33,1596.8243408203125,23.590669631958008,1.6949080228805542
184,1,4,34,1433.9727783203125,23.382070541381836,1.700066328048706
185,1,4,35,79.54715728759766,8.665521621704102,1.6958022117614746
186,1,4,36,329.0016784667969,16.071895599365234,1.6954190731048584
187,1,4,37,64.52499389648438,12.049094200134277,1.6997342109680176
188,1,4,38,143.43592834472656,5.546954154968262,1.6998628377914429
189,1,4,39,1265.4837646484375,25.850372314453125,1.692150592803955
190,1,4,40,680.59521484375,18.643104553222656,1.6957218647003174
191,1,4,41,1564.5029296875,24.972156524658203,1.6991908550262451
192,1,4,42,1191.7816162109375,23.035581588745117,1.6987433433532715
193,1,4,43,1792.6787109375,25.537038803100586,1.6938998699188232
194,1,4,44,993.3674926757812,22.7095890045166,1.697248935699463
195,1,4,45,362.6905822753906,19.04206085205078,1.6898458003997803
196,1,4,46,861.1326293945312,21.05241584777832,1.7034300565719604
197,1,4,47,210.18502807617188,11.216148376464844,1.696798324584961
198,1,4,48,1563.263916015625,25.007251739501953,1.6967579126358032
199,1,4,49,1531.5831298828125,24.54898452758789,1.6975183486938477
200,1,4,50,1708.645263671875,23.34139633178711,1.6950962543487549
201,1,5,1,354.3789978027344,16.679317474365234,1.1765539646148682
202,1,5,2,671.0634155273438,11.559392929077148,1.1885347366333008
203,1,5,3,382.61517333984375,15.755234718322754,1.171881079673767
204,1,5,4,437.451904296875,17.415956497192383,1.172927975654602
205,1,5,5,311.102783203125,16.105518341064453,1.1728103160858154
206,1,5,6,1083.5875244140625,9.253033638000488,1.162527084350586
207,1,5,7,438.8106384277344,16.468568801879883,1.1689982414245605
208,1,5,8,469.17926025390625,11.739951133728027,1.1795518398284912
209,1,5,9,286.3480529785156,16.084070205688477,1.167628288269043
210,1,5,10,280.1446533203125,15.725015640258789,1.164094090461731
211,1,5,11,2802.2548828125,0.24333077669143677,1.0999475717544556
212,1,5,12,410.6438903808594,14.080930709838867,1.158021330833435
213,1,5,13,369.9193115234375,16.58614730834961,1.1592791080474854
214,1,5,14,472.8677062988281,15.282590866088867,1.167249083518982
215,1,5,15,284.79449462890625,18.531513214111328,1.1867244243621826
216,1,5,16,320.49932861328125,13.869664192199707,1.16470205783844
217,1,5,17,618.2717895507812,10.022223472595215,1.1719424724578857
218,1,5,18,292.9669189453125,16.591243743896484,1.1626254320144653
219,1,5,19,1930.0220947265625,3.7920689582824707,1.1787354946136475
220,1,5,20,273.43182373046875,17.743244171142578,1.1828316450119019
221,1,5,21,420.04833984375,15.625518798828125,1.1832534074783325
222,1,5,22,345.5186767578125,15.898053169250488,1.1746864318847656
223,1,5,23,1084.8865966796875,7.66345739364624,1.1764249801635742
224,1,5,24,1246.4183349609375,7.580216407775879,1.1657979488372803
225,1,5,25,763.7205200195312,12.809713363647461,1.1661931276321411
226,1,5,26,378.8126525878906,15.12957763671875,1.1647857427597046
227,1,5,27,373.0232238769531,16.082725524902344,1.166456699371338
228,1,5,28,275.1651916503906,16.679401397705078,1.1653881072998047
229,1,5,29,440.9870300292969,15.342516899108887,1.1835986375808716
230,1,5,30,1032.2139892578125,9.183889389038086,1.1835365295410156
231,1,5,31,305.2648620605469,15.07485580444336,1.1596862077713013
232,1,5,32,1791.8681640625,3.2830286026000977,1.1825230121612549
233,1,5,33,326.9189147949219,15.771369934082031,1.1670403480529785
234,1,5,34,332.312744140625,14.778400421142578,1.182950496673584
235,1,5,35,1603.8828125,5.0876946449279785,1.1674742698669434
236,1,5,36,854.6884155273438,9.948887825012207,1.1659618616104126
237,1,5,37,1242.431640625,8.056142807006836,1.1801875829696655
238,1,5,38,1940.85546875,2.8945260047912598,1.1816861629486084
239,1,5,39,297.3520812988281,16.967254638671875,1.1588104963302612
240,1,5,40,568.1721801757812,12.624048233032227,1.1673012971878052
241,1,5,41,301.21441650390625,17.201740264892578,1.180773377418518
242,1,5,42,295.8575439453125,14.731553077697754,1.1775497198104858
243,1,5,43,328.9541015625,16.519739151000977,1.1637840270996094
244,1,5,44,302.35101318359375,15.210064888000488,1.173575758934021
245,1,5,45,714.8754272460938,12.43348503112793,1.1504167318344116
246,1,5,46,366.765869140625,16.144304275512695,1.1929148435592651
247,1,5,47,1368.3125,6.092541694641113,1.177530288696289
248,1,5,48,265.029052734375,19.457700729370117,1.1715775728225708
249,1,5,49,296.6435241699219,16.09656524658203,1.1731306314468384
250,1,5,50,356.06719970703125,15.163649559020996,1.1648629903793335
251,1,6,1,476.7528381347656,23.2457275390625,1.67653489112854
252,1,6,2,1105.8934326171875,17.893239974975586,1.6819080114364624
253,1,6,3,477.8622131347656,23.091474533081055,1.6751459836959839
254,1,6,4,477.6392822265625,24.633037567138672,1.6755086183547974
255,1,6,5,496.3778991699219,21.880126953125,1.6748707294464111
256,1,6,6,1731.562744140625,15.011971473693848,1.6730586290359497
257,1,6,7,385.1134338378906,24.90737533569336,1.675081729888916
258,1,6,8,815.5097045898438,19.4775390625,1.6779541969299316
259,1,6,9,385.4119567871094,24.255659103393555,1.674064040184021
260,1,6,10,403.16070556640625,23.315427780151367,1.6723843812942505
261,1,6,11,3897.606689453125,0.19290487468242645,1.656549096107483
262,1,6,12,458.61077880859375,22.144880294799805,1.670571208000183
263,1,6,13,493.53363037109375,23.923049926757812,1.6704448461532593
264,1,6,14,688.6849975585938,21.438819885253906,1.673482060432434
265,1,6,15,386.3658142089844,24.181968688964844,1.6805150508880615
266,1,6,16,523.76416015625,22.080812454223633,1.6728706359863281
267,1,6,17,980.853515625,18.218204498291016,1.6758555173873901
268,1,6,18,311.3614196777344,24.713712692260742,1.6719002723693848
269,1,6,19,2804.85888671875,4.4109272956848145,1.6802937984466553
270,1,6,20,317.3013916015625,25.09720230102539,1.6793910264968872
271,1,6,21,717.2310791015625,21.13999366760254,1.67921781539917
272,1,6,22,455.7509460449219,23.552391052246094,1.677451491355896
273,1,6,23,1734.411376953125,12.788084983825684,1.6762511730194092
274,1,6,24,1966.7607421875,11.363737106323242,1.6736838817596436
275,1,6,25,1302.938232421875,17.372943878173828,1.6738117933273315
276,1,6,26,468.63055419921875,24.69759750366211,1.6735304594039917
277,1,6,27,643.3494873046875,21.846622467041016,1.672953486442566
278,1,6,28,367.4080505371094,25.041566848754883,1.6726312637329102
279,1,6,29,733.3839111328125,22.108074188232422,1.679525375366211
280,1,6,30,1660.0247802734375,14.933208465576172,1.6783539056777954
281,1,6,31,317.2701416015625,23.641490936279297,1.6710238456726074
282,1,6,32,2626.61572265625,6.980739593505859,1.6806445121765137
283,1,6,33,386.2654724121094,23.645679473876953,1.6735347509384155
284,1,6,34,426.71832275390625,23.024621963500977,1.6786547899246216
285,1,6,35,2412.23095703125,7.439482688903809,1.6731032133102417
286,1,6,36,1396.8878173828125,17.18010139465332,1.6740771532058716
287,1,6,37,1952.648193359375,11.90842342376709,1.678125262260437
288,1,6,38,2806.23095703125,4.335175037384033,1.678142786026001
289,1,6,39,442.69183349609375,24.06513214111328,1.6704670190811157
290,1,6,40,936.7161865234375,18.402923583984375,1.6744465827941895
291,1,6,41,352.9826965332031,25.870264053344727,1.677861213684082
292,1,6,42,448.7752685546875,22.095840454101562,1.6773723363876343
293,1,6,43,338.1524658203125,25.273731231689453,1.6719802618026733
294,1,6,44,513.5598754882812,22.564149856567383,1.6761693954467773
295,1,6,45,1222.7574462890625,18.9949893951416,1.6679166555404663
296,1,6,46,616.677490234375,21.148548126220703,1.682639718055725
297,1,6,47,2073.12744140625,10.571379661560059,1.6759297847747803
298,1,6,48,313.7142639160156,25.287832260131836,1.6750646829605103
299,1,6,49,360.386474609375,23.969003677368164,1.6758171319961548
300,1,6,50,394.242919921875,23.664121627807617,1.6730531454086304
301,1,7,1,389.47491455078125,24.28001594543457,1.783543586730957
302,1,7,2,416.9622497558594,19.06696128845215,1.7871559858322144
303,1,7,3,443.4051818847656,25.517715454101562,1.7830097675323486
304,1,7,4,547.1490478515625,25.6259822845459,1.7830162048339844
305,1,7,5,288.5787658691406,22.582983016967773,1.7838155031204224
306,1,7,6,639.6891479492188,15.301474571228027,1.7805272340774536
307,1,7,7,634.9281005859375,28.965293884277344,1.7817758321762085
308,1,7,8,299.4526672363281,21.173805236816406,1.7835170030593872
309,1,7,9,343.726318359375,24.019380569458008,1.7821649312973022
310,1,7,10,316.1605529785156,24.577194213867188,1.7814608812332153
311,1,7,11,1910.6533203125,0.09083720296621323,1.7659835815429688
312,1,7,12,518.6043090820312,26.837966918945312,1.7791306972503662
313,1,7,13,407.45355224609375,23.708383560180664,1.7798714637756348
314,1,7,14,423.8031005859375,23.605119705200195,1.7827328443527222
315,1,7,15,335.5240173339844,22.724651336669922,1.7869789600372314
316,1,7,16,283.94854736328125,24.050020217895508,1.7812782526016235
317,1,7,17,433.7742004394531,24.636837005615234,1.7831259965896606
318,1,7,18,426.91973876953125,26.052810668945312,1.780340313911438
319,1,7,19,1261.5618896484375,3.7826387882232666,1.784820318222046
320,1,7,20,377.71063232421875,25.502473831176758,1.7853386402130127
321,1,7,21,291.94610595703125,21.636533737182617,1.785706877708435
322,1,7,22,391.89691162109375,25.72425079345703,1.7832820415496826
323,1,7,23,636.2830200195312,13.567378997802734,1.7853459119796753
324,1,7,24,736.2127075195312,10.155780792236328,1.7822265625
325,1,7,25,420.7200622558594,15.142406463623047,1.7811106443405151
326,1,7,26,446.06683349609375,25.43268585205078,1.7807202339172363
327,1,7,27,274.55810546875,23.759449005126953,1.780742883682251
328,1,7,28,340.4448547363281,26.10546875,1.7816283702850342
329,1,7,29,319.00921630859375,21.318687438964844,1.7856837511062622
330,1,7,30,602.5755004882812,13.319746971130371,1.7870630025863647
331,1,7,31,444.7815246582031,26.156007766723633,1.7798081636428833
332,1,7,32,1159.2890625,6.914403438568115,1.7870537042617798
333,1,7,33,421.2832336425781,26.705337524414062,1.781701683998108
334,1,7,34,390.63787841796875,25.340431213378906,1.78578519821167
335,1,7,35,1006.25390625,7.056703567504883,1.7825074195861816
336,1,7,36,506.7171936035156,18.751169204711914,1.78056001663208
337,1,7,37,740.2484741210938,9.886818885803223,1.7867978811264038
